Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QL","Livestock Primary","2","Afghanistan","5510","Production","1127","Meat, camel","2016","2016","tonnes","3599","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5510","Production","867","Meat, cattle","2016","2016","tonnes","104515","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5510","Production","1058","Meat, chicken","2016","2016","tonnes","24434","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5510","Production","1163","Meat, game","2016","2016","tonnes","7980","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5510","Production","1017","Meat, goat","2016","2016","tonnes","46023","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5510","Production","977","Meat, sheep","2016","2016","tonnes","107694","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5510","Production","1765","Meat, Total","2016","2016","tonnes","294245","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","3","Albania","5510","Production","867","Meat, cattle","2016","2016","tonnes","38880","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1058","Meat, chicken","2016","2016","tonnes","12702","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1017","Meat, goat","2016","2016","tonnes","9731","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1166","Meat, nes","2016","2016","tonnes","146","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","3","Albania","5510","Production","1035","Meat, pig","2016","2016","tonnes","11424","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","977","Meat, sheep","2016","2016","tonnes","16569","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1765","Meat, Total","2016","2016","tonnes","89452","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","4","Algeria","5510","Production","1127","Meat, camel","2016","2016","tonnes","5890","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","4","Algeria","5510","Production","867","Meat, cattle","2016","2016","tonnes","164268","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1058","Meat, chicken","2016","2016","tonnes","259159","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","4","Algeria","5510","Production","1017","Meat, goat","2016","2016","tonnes","18622","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","4","Algeria","5510","Production","1097","Meat, horse","2016","2016","tonnes","327","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","4","Algeria","5510","Production","1035","Meat, pig","2016","2016","tonnes","114","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","4","Algeria","5510","Production","1141","Meat, rabbit","2016","2016","tonnes","8332","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","4","Algeria","5510","Production","977","Meat, sheep","2016","2016","tonnes","267997","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","4","Algeria","5510","Production","1080","Meat, turkey","2016","2016","tonnes","21200","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1765","Meat, Total","2016","2016","tonnes","745909","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5","American Samoa","5510","Production","867","Meat, cattle","2016","2016","tonnes","4","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","5","American Samoa","5510","Production","1058","Meat, chicken","2016","2016","tonnes","25","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","5","American Samoa","5510","Production","1166","Meat, nes","2016","2016","tonnes","","M","Data not available"
"QL","Livestock Primary","5","American Samoa","5510","Production","1035","Meat, pig","2016","2016","tonnes","309","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","5","American Samoa","5510","Production","1765","Meat, Total","2016","2016","tonnes","338","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","7","Angola","5510","Production","867","Meat, cattle","2016","2016","tonnes","100155","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","7","Angola","5510","Production","1058","Meat, chicken","2016","2016","tonnes","38775","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","7","Angola","5510","Production","1163","Meat, game","2016","2016","tonnes","9386","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","7","Angola","5510","Production","1017","Meat, goat","2016","2016","tonnes","19370","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","7","Angola","5510","Production","1035","Meat, pig","2016","2016","tonnes","113755","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","7","Angola","5510","Production","977","Meat, sheep","2016","2016","tonnes","4220","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","7","Angola","5510","Production","1765","Meat, Total","2016","2016","tonnes","285661","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","8","Antigua and Barbuda","5510","Production","867","Meat, cattle","2016","2016","tonnes","150","F","FAO estimate"
"QL","Livestock Primary","8","Antigua and Barbuda","5510","Production","1058","Meat, chicken","2016","2016","tonnes","28","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","8","Antigua and Barbuda","5510","Production","1017","Meat, goat","2016","2016","tonnes","38","F","FAO estimate"
"QL","Livestock Primary","8","Antigua and Barbuda","5510","Production","1035","Meat, pig","2016","2016","tonnes","50","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","8","Antigua and Barbuda","5510","Production","977","Meat, sheep","2016","2016","tonnes","26","F","FAO estimate"
"QL","Livestock Primary","8","Antigua and Barbuda","5510","Production","1765","Meat, Total","2016","2016","tonnes","292","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","9","Argentina","5510","Production","867","Meat, cattle","2016","2016","tonnes","2644000","","Official data"
"QL","Livestock Primary","9","Argentina","5510","Production","1058","Meat, chicken","2016","2016","tonnes","2055000","","Official data"
"QL","Livestock Primary","9","Argentina","5510","Production","1069","Meat, duck","2016","2016","tonnes","9385","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","9","Argentina","5510","Production","1163","Meat, game","2016","2016","tonnes","51015","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","9","Argentina","5510","Production","1017","Meat, goat","2016","2016","tonnes","11145","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","9","Argentina","5510","Production","1073","Meat, goose and guinea fowl","2016","2016","tonnes","567","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","9","Argentina","5510","Production","1097","Meat, horse","2016","2016","tonnes","16415","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","9","Argentina","5510","Production","1166","Meat, nes","2016","2016","tonnes","117","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","9","Argentina","5510","Production","1035","Meat, pig","2016","2016","tonnes","522428","","Official data"
"QL","Livestock Primary","9","Argentina","5510","Production","1141","Meat, rabbit","2016","2016","tonnes","916","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","9","Argentina","5510","Production","977","Meat, sheep","2016","2016","tonnes","51590","","Official data"
"QL","Livestock Primary","9","Argentina","5510","Production","1080","Meat, turkey","2016","2016","tonnes","34935","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","9","Argentina","5510","Production","1765","Meat, Total","2016","2016","tonnes","5397512","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","1","Armenia","5510","Production","867","Meat, cattle","2016","2016","tonnes","68100","","Official data"
"QL","Livestock Primary","1","Armenia","5510","Production","1058","Meat, chicken","2016","2016","tonnes","9700","","Official data"
"QL","Livestock Primary","1","Armenia","5510","Production","1017","Meat, goat","2016","2016","tonnes","44","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","1","Armenia","5510","Production","1035","Meat, pig","2016","2016","tonnes","18000","","Official data"
"QL","Livestock Primary","1","Armenia","5510","Production","977","Meat, sheep","2016","2016","tonnes","10300","","Official data"
"QL","Livestock Primary","1","Armenia","5510","Production","1765","Meat, Total","2016","2016","tonnes","106144","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","10","Australia","5510","Production","867","Meat, cattle","2016","2016","tonnes","2315994","","Official data"
"QL","Livestock Primary","10","Australia","5510","Production","1058","Meat, chicken","2016","2016","tonnes","1191322","","Official data"
"QL","Livestock Primary","10","Australia","5510","Production","1069","Meat, duck","2016","2016","tonnes","17572","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","10","Australia","5510","Production","1017","Meat, goat","2016","2016","tonnes","33330","","Official data"
"QL","Livestock Primary","10","Australia","5510","Production","1097","Meat, horse","2016","2016","tonnes","27887","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","10","Australia","5510","Production","1035","Meat, pig","2016","2016","tonnes","377643","","Official data"
"QL","Livestock Primary","10","Australia","5510","Production","977","Meat, sheep","2016","2016","tonnes","712525","","Official data"
"QL","Livestock Primary","10","Australia","5510","Production","1080","Meat, turkey","2016","2016","tonnes","22085","F","FAO estimate"
"QL","Livestock Primary","10","Australia","5510","Production","1765","Meat, Total","2016","2016","tonnes","4698358","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","11","Austria","5510","Production","867","Meat, cattle","2016","2016","tonnes","228335","","Official data"
"QL","Livestock Primary","11","Austria","5510","Production","1058","Meat, chicken","2016","2016","tonnes","125500","","Official data"
"QL","Livestock Primary","11","Austria","5510","Production","1069","Meat, duck","2016","2016","tonnes","120","","Official data"
"QL","Livestock Primary","11","Austria","5510","Production","1163","Meat, game","2016","2016","tonnes","6900","","Official data"
"QL","Livestock Primary","11","Austria","5510","Production","1017","Meat, goat","2016","2016","tonnes","712","","Official data"
"QL","Livestock Primary","11","Austria","5510","Production","1073","Meat, goose and guinea fowl","2016","2016","tonnes","350","","Official data"
"QL","Livestock Primary","11","Austria","5510","Production","1097","Meat, horse","2016","2016","tonnes","116","","Official data"
"QL","Livestock Primary","11","Austria","5510","Production","1035","Meat, pig","2016","2016","tonnes","514892","","Official data"
"QL","Livestock Primary","11","Austria","5510","Production","1141","Meat, rabbit","2016","2016","tonnes","179","F","FAO estimate"
"QL","Livestock Primary","11","Austria","5510","Production","977","Meat, sheep","2016","2016","tonnes","6267","","Official data"
"QL","Livestock Primary","11","Austria","5510","Production","1080","Meat, turkey","2016","2016","tonnes","20700","","Official data"
"QL","Livestock Primary","11","Austria","5510","Production","1765","Meat, Total","2016","2016","tonnes","904071","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","52","Azerbaijan","5510","Production","867","Meat, cattle","2016","2016","tonnes","130984","","Official data"
"QL","Livestock Primary","52","Azerbaijan","5510","Production","1058","Meat, chicken","2016","2016","tonnes","95517","","Official data"
"QL","Livestock Primary","52","Azerbaijan","5510","Production","1035","Meat, pig","2016","2016","tonnes","472","","Official data"
"QL","Livestock Primary","52","Azerbaijan","5510","Production","977","Meat, sheep","2016","2016","tonnes","75254","","Official data"
"QL","Livestock Primary","52","Azerbaijan","5510","Production","1765","Meat, Total","2016","2016","tonnes","302227","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","12","Bahamas","5510","Production","867","Meat, cattle","2016","2016","tonnes","18","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","12","Bahamas","5510","Production","1058","Meat, chicken","2016","2016","tonnes","6304","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","12","Bahamas","5510","Production","1017","Meat, goat","2016","2016","tonnes","73","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","12","Bahamas","5510","Production","1035","Meat, pig","2016","2016","tonnes","335","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","12","Bahamas","5510","Production","977","Meat, sheep","2016","2016","tonnes","29","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","12","Bahamas","5510","Production","1765","Meat, Total","2016","2016","tonnes","6760","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","13","Bahrain","5510","Production","1127","Meat, camel","2016","2016","tonnes","89","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","13","Bahrain","5510","Production","867","Meat, cattle","2016","2016","tonnes","1032","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","13","Bahrain","5510","Production","1058","Meat, chicken","2016","2016","tonnes","6929","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","13","Bahrain","5510","Production","1017","Meat, goat","2016","2016","tonnes","156","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","13","Bahrain","5510","Production","977","Meat, sheep","2016","2016","tonnes","16861","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","13","Bahrain","5510","Production","1765","Meat, Total","2016","2016","tonnes","25067","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","16","Bangladesh","5510","Production","947","Meat, buffalo","2016","2016","tonnes","6499","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","16","Bangladesh","5510","Production","867","Meat, cattle","2016","2016","tonnes","192413","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","16","Bangladesh","5510","Production","1058","Meat, chicken","2016","2016","tonnes","190499","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","16","Bangladesh","5510","Production","1069","Meat, duck","2016","2016","tonnes","52238","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","16","Bangladesh","5510","Production","1017","Meat, goat","2016","2016","tonnes","208735","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","16","Bangladesh","5510","Production","1166","Meat, nes","2016","2016","tonnes","16714","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","16","Bangladesh","5510","Production","977","Meat, sheep","2016","2016","tonnes","4813","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","16","Bangladesh","5510","Production","1765","Meat, Total","2016","2016","tonnes","671912","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","14","Barbados","5510","Production","867","Meat, cattle","2016","2016","tonnes","176","","Official data"
"QL","Livestock Primary","14","Barbados","5510","Production","1058","Meat, chicken","2016","2016","tonnes","14897","","Official data"
"QL","Livestock Primary","14","Barbados","5510","Production","1017","Meat, goat","2016","2016","tonnes","30","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","14","Barbados","5510","Production","1035","Meat, pig","2016","2016","tonnes","2664","","Official data"
"QL","Livestock Primary","14","Barbados","5510","Production","977","Meat, sheep","2016","2016","tonnes","110","","Official data"
"QL","Livestock Primary","14","Barbados","5510","Production","1080","Meat, turkey","2016","2016","tonnes","262","","Official data"
"QL","Livestock Primary","14","Barbados","5510","Production","1765","Meat, Total","2016","2016","tonnes","18139","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","57","Belarus","5510","Production","867","Meat, cattle","2016","2016","tonnes","327200","","Official data"
"QL","Livestock Primary","57","Belarus","5510","Production","1058","Meat, chicken","2016","2016","tonnes","454690","*","Unofficial figure"
"QL","Livestock Primary","57","Belarus","5510","Production","1069","Meat, duck","2016","2016","tonnes","3070","*","Unofficial figure"
"QL","Livestock Primary","57","Belarus","5510","Production","1097","Meat, horse","2016","2016","tonnes","800","","Official data"
"QL","Livestock Primary","57","Belarus","5510","Production","1035","Meat, pig","2016","2016","tonnes","384400","","Official data"
"QL","Livestock Primary","57","Belarus","5510","Production","1141","Meat, rabbit","2016","2016","tonnes","903","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","57","Belarus","5510","Production","977","Meat, sheep","2016","2016","tonnes","1500","","Official data"
"QL","Livestock Primary","57","Belarus","5510","Production","1765","Meat, Total","2016","2016","tonnes","1172563","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","255","Belgium","5510","Production","867","Meat, cattle","2016","2016","tonnes","278362","","Official data"
"QL","Livestock Primary","255","Belgium","5510","Production","1058","Meat, chicken","2016","2016","tonnes","453493","","Official data"
"QL","Livestock Primary","255","Belgium","5510","Production","1069","Meat, duck","2016","2016","tonnes","135","","Official data"
"QL","Livestock Primary","255","Belgium","5510","Production","1017","Meat, goat","2016","2016","tonnes","220","","Official data"
"QL","Livestock Primary","255","Belgium","5510","Production","1097","Meat, horse","2016","2016","tonnes","1893","","Official data"
"QL","Livestock Primary","255","Belgium","5510","Production","1166","Meat, nes","2016","2016","tonnes","511","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","255","Belgium","5510","Production","1035","Meat, pig","2016","2016","tonnes","1060541","","Official data"
"QL","Livestock Primary","255","Belgium","5510","Production","977","Meat, sheep","2016","2016","tonnes","2800","","Official data"
"QL","Livestock Primary","255","Belgium","5510","Production","1080","Meat, turkey","2016","2016","tonnes","7584","","Official data"
"QL","Livestock Primary","255","Belgium","5510","Production","1765","Meat, Total","2016","2016","tonnes","1805539","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","23","Belize","5510","Production","867","Meat, cattle","2016","2016","tonnes","1448","","Official data"
"QL","Livestock Primary","23","Belize","5510","Production","1058","Meat, chicken","2016","2016","tonnes","18924","","Official data"
"QL","Livestock Primary","23","Belize","5510","Production","1069","Meat, duck","2016","2016","tonnes","15","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","23","Belize","5510","Production","1017","Meat, goat","2016","2016","tonnes","1","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","23","Belize","5510","Production","1035","Meat, pig","2016","2016","tonnes","1687","","Official data"
"QL","Livestock Primary","23","Belize","5510","Production","977","Meat, sheep","2016","2016","tonnes","52","","Official data"
"QL","Livestock Primary","23","Belize","5510","Production","1080","Meat, turkey","2016","2016","tonnes","186","","Official data"
"QL","Livestock Primary","23","Belize","5510","Production","1765","Meat, Total","2016","2016","tonnes","22313","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","53","Benin","5510","Production","867","Meat, cattle","2016","2016","tonnes","39763","","Official data"
"QL","Livestock Primary","53","Benin","5510","Production","1058","Meat, chicken","2016","2016","tonnes","13670","","Official data"
"QL","Livestock Primary","53","Benin","5510","Production","1163","Meat, game","2016","2016","tonnes","8331","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","53","Benin","5510","Production","1017","Meat, goat","2016","2016","tonnes","5767","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","53","Benin","5510","Production","1035","Meat, pig","2016","2016","tonnes","6218","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","53","Benin","5510","Production","977","Meat, sheep","2016","2016","tonnes","6523","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","53","Benin","5510","Production","1765","Meat, Total","2016","2016","tonnes","80272","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","17","Bermuda","5510","Production","867","Meat, cattle","2016","2016","tonnes","29","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","17","Bermuda","5510","Production","1058","Meat, chicken","2016","2016","tonnes","119","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","17","Bermuda","5510","Production","1017","Meat, goat","2016","2016","tonnes","2","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","17","Bermuda","5510","Production","1035","Meat, pig","2016","2016","tonnes","74","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","17","Bermuda","5510","Production","1765","Meat, Total","2016","2016","tonnes","223","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","18","Bhutan","5510","Production","947","Meat, buffalo","2016","2016","tonnes","10","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","18","Bhutan","5510","Production","867","Meat, cattle","2016","2016","tonnes","4448","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","18","Bhutan","5510","Production","1058","Meat, chicken","2016","2016","tonnes","1208","","Official data"
"QL","Livestock Primary","18","Bhutan","5510","Production","1017","Meat, goat","2016","2016","tonnes","160","F","FAO estimate"
"QL","Livestock Primary","18","Bhutan","5510","Production","1035","Meat, pig","2016","2016","tonnes","625","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","18","Bhutan","5510","Production","977","Meat, sheep","2016","2016","tonnes","62","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","18","Bhutan","5510","Production","1765","Meat, Total","2016","2016","tonnes","6513","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","19","Bolivia (Plurinational State of)","5510","Production","867","Meat, cattle","2016","2016","tonnes","252000","","Official data"
"QL","Livestock Primary","19","Bolivia (Plurinational State of)","5510","Production","1058","Meat, chicken","2016","2016","tonnes","524584","","Official data"
"QL","Livestock Primary","19","Bolivia (Plurinational State of)","5510","Production","1069","Meat, duck","2016","2016","tonnes","1908","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","19","Bolivia (Plurinational State of)","5510","Production","1017","Meat, goat","2016","2016","tonnes","5880","","Official data"
"QL","Livestock Primary","19","Bolivia (Plurinational State of)","5510","Production","1158","Meat, other camelids","2016","2016","tonnes","12754","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","19","Bolivia (Plurinational State of)","5510","Production","1151","Meat, other rodents","2016","2016","tonnes","5257","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","19","Bolivia (Plurinational State of)","5510","Production","1035","Meat, pig","2016","2016","tonnes","100000","","Official data"
"QL","Livestock Primary","19","Bolivia (Plurinational State of)","5510","Production","1141","Meat, rabbit","2016","2016","tonnes","176","F","FAO estimate"
"QL","Livestock Primary","19","Bolivia (Plurinational State of)","5510","Production","977","Meat, sheep","2016","2016","tonnes","18000","","Official data"
"QL","Livestock Primary","19","Bolivia (Plurinational State of)","5510","Production","1080","Meat, turkey","2016","2016","tonnes","783","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","19","Bolivia (Plurinational State of)","5510","Production","1765","Meat, Total","2016","2016","tonnes","921342","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","80","Bosnia and Herzegovina","5510","Production","867","Meat, cattle","2016","2016","tonnes","15958","","Official data"
"QL","Livestock Primary","80","Bosnia and Herzegovina","5510","Production","1058","Meat, chicken","2016","2016","tonnes","57420","","Official data"
"QL","Livestock Primary","80","Bosnia and Herzegovina","5510","Production","1035","Meat, pig","2016","2016","tonnes","8523","","Official data"
"QL","Livestock Primary","80","Bosnia and Herzegovina","5510","Production","977","Meat, sheep","2016","2016","tonnes","1278","","Official data"
"QL","Livestock Primary","80","Bosnia and Herzegovina","5510","Production","1765","Meat, Total","2016","2016","tonnes","83179","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","20","Botswana","5510","Production","867","Meat, cattle","2016","2016","tonnes","30000","F","FAO estimate"
"QL","Livestock Primary","20","Botswana","5510","Production","1058","Meat, chicken","2016","2016","tonnes","4000","F","FAO estimate"
"QL","Livestock Primary","20","Botswana","5510","Production","1163","Meat, game","2016","2016","tonnes","24153","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","20","Botswana","5510","Production","1017","Meat, goat","2016","2016","tonnes","4200","F","FAO estimate"
"QL","Livestock Primary","20","Botswana","5510","Production","1166","Meat, nes","2016","2016","tonnes","752","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","20","Botswana","5510","Production","1035","Meat, pig","2016","2016","tonnes","575","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","20","Botswana","5510","Production","1141","Meat, rabbit","2016","2016","tonnes","1061","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","20","Botswana","5510","Production","977","Meat, sheep","2016","2016","tonnes","1443","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","20","Botswana","5510","Production","1765","Meat, Total","2016","2016","tonnes","66184","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","21","Brazil","5510","Production","867","Meat, cattle","2016","2016","tonnes","9284000","*","Unofficial figure"
"QL","Livestock Primary","21","Brazil","5510","Production","1058","Meat, chicken","2016","2016","tonnes","13234959","","Official data"
"QL","Livestock Primary","21","Brazil","5510","Production","1069","Meat, duck","2016","2016","tonnes","7139","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","21","Brazil","5510","Production","1017","Meat, goat","2016","2016","tonnes","31013","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","21","Brazil","5510","Production","1097","Meat, horse","2016","2016","tonnes","21231","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","21","Brazil","5510","Production","1035","Meat, pig","2016","2016","tonnes","3711235","","Official data"
"QL","Livestock Primary","21","Brazil","5510","Production","1141","Meat, rabbit","2016","2016","tonnes","1351","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","21","Brazil","5510","Production","977","Meat, sheep","2016","2016","tonnes","91079","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","21","Brazil","5510","Production","1080","Meat, turkey","2016","2016","tonnes","595932","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","21","Brazil","5510","Production","1765","Meat, Total","2016","2016","tonnes","26977940","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","239","British Virgin Islands","5510","Production","867","Meat, cattle","2016","2016","tonnes","129","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","239","British Virgin Islands","5510","Production","1017","Meat, goat","2016","2016","tonnes","31","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","239","British Virgin Islands","5510","Production","1035","Meat, pig","2016","2016","tonnes","19","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","239","British Virgin Islands","5510","Production","977","Meat, sheep","2016","2016","tonnes","74","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","239","British Virgin Islands","5510","Production","1765","Meat, Total","2016","2016","tonnes","253","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","26","Brunei Darussalam","5510","Production","947","Meat, buffalo","2016","2016","tonnes","105","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","26","Brunei Darussalam","5510","Production","867","Meat, cattle","2016","2016","tonnes","440","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","26","Brunei Darussalam","5510","Production","1058","Meat, chicken","2016","2016","tonnes","24129","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","26","Brunei Darussalam","5510","Production","1069","Meat, duck","2016","2016","tonnes","240","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","26","Brunei Darussalam","5510","Production","1017","Meat, goat","2016","2016","tonnes","36","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","26","Brunei Darussalam","5510","Production","1035","Meat, pig","2016","2016","tonnes","53","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","26","Brunei Darussalam","5510","Production","977","Meat, sheep","2016","2016","tonnes","27","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","26","Brunei Darussalam","5510","Production","1765","Meat, Total","2016","2016","tonnes","25030","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","27","Bulgaria","5510","Production","1108","Meat, ass","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","27","Bulgaria","5510","Production","1089","Meat, bird nes","2016","2016","tonnes","13","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","27","Bulgaria","5510","Production","947","Meat, buffalo","2016","2016","tonnes","169","","Official data"
"QL","Livestock Primary","27","Bulgaria","5510","Production","867","Meat, cattle","2016","2016","tonnes","17469","","Official data"
"QL","Livestock Primary","27","Bulgaria","5510","Production","1058","Meat, chicken","2016","2016","tonnes","86469","","Official data"
"QL","Livestock Primary","27","Bulgaria","5510","Production","1069","Meat, duck","2016","2016","tonnes","22533","","Official data"
"QL","Livestock Primary","27","Bulgaria","5510","Production","1017","Meat, goat","2016","2016","tonnes","1949","","Official data"
"QL","Livestock Primary","27","Bulgaria","5510","Production","1073","Meat, goose and guinea fowl","2016","2016","tonnes","58","","Official data"
"QL","Livestock Primary","27","Bulgaria","5510","Production","1097","Meat, horse","2016","2016","tonnes","1","Im","FAO data based on imputation methodology"
